Date,Festival/Event,Season,Special Day Type,Location,Customer Segment,Top Purchased Items,Total Sale Value (₹),Estimated Profit (₹),Demand Level (1-10),Discount Sensitivity (1-10)
2023-06-06,Independence Day,Summer,Normal Day,Chennai,Students,"Fruits, Hand bands, Flags, Rice, Eggs",620.08,38.95,10,4
2023-11-04,Onam,Winter,Normal Day,Bangalore,Middle Class,"Sugar, Bread, Milk",1582.49,258.51,8,9
2024-10-28,Independence Day,Winter,Exam Season,Jaipur,Middle Class,"Oil, Bread, Hand bands, Flags, Rice",1049.26,96.81,4,8
2024-02-05,Raksha Bandhan,Winter,Salary Day,Chennai,Students,"Sweets, Atta, Rakhi, Bread, Rice",1096.06,184.63,9,3
2023-01-24,Eid,Monsoon,Wedding Season,Mumbai,Families,"Dates, Rice, Fruits, Oil",1824.1,302.94,10,6
2024-11-26,Navratri,Winter,Exam Season,Chennai,Students,"Bread, Rice, Atta",219.78,37.08,10,9
2024-01-02,Christmas,Winter,Weekend,Patna,Middle Class,"Cake, Eggs, Rice, Vegetables, Chocolates",1047.83,113.07,7,3
2024-12-16,Christmas,Winter,School Opening,Chennai,Middle Class,"Cake, Milk, Rice, Vegetables, Chocolates",1437.92,81.66,9,5
2024-06-01,Republic Day,Summer,Salary Day,Delhi,Low Income,"Vegetables, Sugar, Fruits",169.97,28.74,7,4
2024-05-27,Republic Day,Summer,Wedding Season,Bangalore,Low Income,"Vegetables, Sugar, Bread",760.47,131.46,9,6
2024-03-25,Eid,Winter,School Opening,Patna,Upper Middle,"Milk, Dates, Fruits, Atta",1762.95,203.99,7,3
2024-04-26,Eid,Winter,Exam Season,Chennai,Low Income,"Milk, Fruits, Eggs, Dates",163.86,24.41,5,5
2024-02-16,Eid,Winter,Normal Day,Patna,Students,"Oil, Bread, Dates, Atta",1322.64,128.87,9,2
2024-08-12,Navratri,Monsoon,Salary Day,Bangalore,Retail Bulk,"Vegetables, Milk, Oil",589.15,67.31,5,4
2024-03-22,Raksha Bandhan,Summer,Weekend,Patna,Upper Middle,"Sweets, Sugar, Rakhi, Rice, Vegetables",1132.71,113.08,5,2
2024-05-11,Navratri,Monsoon,Salary Day,Bangalore,Middle Class,"Sugar, Bread, Atta",99.61,8.76,5,8
2024-08-01,Raksha Bandhan,Winter,Wedding Season,Jaipur,Upper Middle,"Sweets, Sugar, Fruits, Rakhi, Vegetables",1709.04,201.53,5,4
2024-06-08,None,Winter,Exam Season,Lucknow,Students,"Rice, Fruits, Oil",1393.0,92.62,6,4
2023-07-06,Navratri,Winter,School Opening,Delhi,Students,"Bread, Milk, Oil",1500.94,284.42,10,5
2024-04-05,Diwali,Summer,Weekend,Chennai,Retail Bulk,"Atta, Fruits, Eggs",473.45,105.32,5,9
2024-12-23,Diwali,Summer,Weekend,Jaipur,Upper Middle,"Sugar, Milk, Atta",1157.64,134.3,9,5
2024-10-08,Navratri,Winter,Wedding Season,Patna,Upper Middle,"Bread, Milk, Atta",916.12,64.07,4,2
2024-01-29,Navratri,Winter,School Opening,Patna,Students,"Vegetables, Sugar, Atta",84.84,12.97,7,7
2024-12-16,Makar Sankranti,Monsoon,School Opening,Mumbai,Students,"Bread, Fruits, Atta",1590.56,317.1,8,3
2024-11-02,Eid,Summer,Weekend,Patna,Low Income,"Bread, Atta, Dates, Oil",1332.27,105.15,10,4
2024-04-05,Diwali,Winter,Normal Day,Jaipur,Retail Bulk,"Vegetables, Bread, Eggs",753.06,45.31,7,6
2024-05-12,Eid,Summer,Normal Day,Patna,Students,"Dates, Rice, Fruits, Atta",878.29,50.65,7,6
2023-03-11,Diwali,Winter,Salary Day,Jaipur,Upper Middle,"Vegetables, Bread, Eggs",930.11,215.65,9,9
2023-05-20,Raksha Bandhan,Summer,Normal Day,Jaipur,Upper Middle,"Sweets, Sugar, Atta, Rakhi, Eggs",1208.97,78.6,5,8
2024-10-12,Eid,Monsoon,School Opening,Jaipur,Retail Bulk,"Sugar, Dates, Milk, Atta",559.04,86.23,5,7
2023-07-02,Makar Sankranti,Winter,Wedding Season,Jaipur,Middle Class,"Rice, Fruits, Oil",1107.78,178.54,7,5
2024-07-04,Independence Day,Summer,Wedding Season,Mumbai,Upper Middle,"Milk, Fruits, Hand bands, Flags, Eggs",877.85,81.77,7,2
2024-09-21,Independence Day,Winter,School Opening,Patna,Retail Bulk,"Milk, Hand bands, Flags, Rice, Eggs",286.08,14.37,9,9
2023-07-15,None,Monsoon,School Opening,Delhi,Low Income,"Vegetables, Bread, Rice",1207.06,122.01,8,2
2023-02-03,Eid,Summer,Normal Day,Delhi,Middle Class,"Vegetables, Rice, Milk, Dates",1795.15,272.82,4,9
2023-05-30,Eid,Monsoon,Salary Day,Kolkata,Families,"Sugar, Atta, Dates, Oil",128.98,27.87,7,3
2024-05-07,Navratri,Monsoon,Wedding Season,Bangalore,Students,"Fruits, Rice, Milk",140.98,33.06,4,9
2023-07-08,Diwali,Summer,Weekend,Jaipur,Retail Bulk,"Sugar, Bread, Fruits",650.38,41.56,9,8
2023-10-27,Christmas,Summer,Weekend,Patna,Upper Middle,"Sugar, Cake, Oil, Vegetables, Chocolates",1485.04,195.63,10,3
2023-11-24,None,Summer,Wedding Season,Delhi,Middle Class,"Vegetables, Bread, Atta",1086.19,172.14,5,8
2023-09-09,Christmas,Monsoon,Wedding Season,Lucknow,Upper Middle,"Cake, Eggs, Rice, Vegetables, Chocolates",75.07,17.98,9,3
2023-05-03,Holi,Summer,Wedding Season,Bangalore,Low Income,"Bread, Colors, Rice, Atta",1234.08,295.89,7,2
2024-12-20,Makar Sankranti,Monsoon,Salary Day,Mumbai,Upper Middle,"Vegetables, Milk, Atta",1352.34,245.62,9,9
2023-03-13,Independence Day,Summer,Salary Day,Lucknow,Families,"Atta, Hand bands, Flags, Rice, Vegetables",1358.24,179.78,8,9
2024-05-01,Christmas,Summer,Exam Season,Mumbai,Middle Class,"Cake, Fruits, Oil, Bread, Chocolates",326.48,53.87,10,2
2024-11-04,Christmas,Winter,School Opening,Delhi,Retail Bulk,"Cake, Atta, Eggs, Oil, Chocolates",107.89,26.53,7,7
2024-03-24,Diwali,Summer,Weekend,Patna,Middle Class,"Bread, Eggs, Oil",1235.3,299.63,9,2
2023-09-09,Diwali,Monsoon,Exam Season,Jaipur,Middle Class,"Sugar, Eggs, Atta",104.33,19.3,9,2
2024-04-10,Diwali,Monsoon,Exam Season,Delhi,Families,"Vegetables, Milk, Atta",210.58,18.06,9,3
2023-03-23,Onam,Winter,Weekend,Jaipur,Students,"Rice, Eggs, Oil",198.88,33.59,4,2
2024-02-22,Raksha Bandhan,Summer,Weekend,Kolkata,Upper Middle,"Sweets, Sugar, Atta, Oil, Rakhi",1640.64,331.39,7,4
2023-06-02,Christmas,Winter,Salary Day,Mumbai,Students,"Cake, Milk, Oil, Rice, Chocolates",554.52,79.25,9,3
2024-03-06,Christmas,Winter,Normal Day,Mumbai,Students,"Cake, Fruits, Atta, Vegetables, Chocolates",64.76,10.9,6,9
2024-08-28,Diwali,Summer,Exam Season,Bangalore,Upper Middle,"Vegetables, Bread, Milk",1183.9,100.71,7,5
2023-06-06,None,Winter,Salary Day,Chennai,Students,"Vegetables, Rice, Fruits",524.17,77.02,4,2
2023-09-17,Republic Day,Monsoon,School Opening,Kolkata,Upper Middle,"Vegetables, Bread, Oil",708.59,53.71,7,8
2023-03-07,Navratri,Monsoon,Weekend,Patna,Middle Class,"Vegetables, Sugar, Atta",1611.35,199.43,9,4
2024-06-06,Navratri,Summer,Wedding Season,Mumbai,Upper Middle,"Rice, Fruits, Oil",995.81,185.1,4,2
2024-02-20,Navratri,Summer,Exam Season,Patna,Students,"Vegetables, Bread, Rice",1130.42,198.12,7,8
2023-06-14,Eid,Winter,Weekend,Patna,Middle Class,"Bread, Dates, Fruits, Eggs",1920.88,195.96,10,9
2023-06-08,Diwali,Winter,Salary Day,Lucknow,Low Income,"Vegetables, Bread, Rice",1161.32,154.01,10,9
2024-07-26,None,Winter,Exam Season,Bangalore,Retail Bulk,"Vegetables, Bread, Eggs",1325.62,209.88,6,4
2024-11-05,Makar Sankranti,Summer,Weekend,Mumbai,Upper Middle,"Sugar, Rice, Fruits",1434.65,159.38,5,6
2024-12-27,Raksha Bandhan,Monsoon,Salary Day,Jaipur,Low Income,"Sweets, Milk, Rakhi, Rice, Eggs",543.24,79.29,9,5
2023-08-15,Makar Sankranti,Monsoon,Weekend,Lucknow,Low Income,"Oil, Milk, Eggs",52.67,10.81,7,7
2023-03-07,Christmas,Summer,Exam Season,Jaipur,Retail Bulk,"Sugar, Cake, Bread, Rice, Chocolates",743.94,143.68,7,7
2024-08-22,Independence Day,Summer,Weekend,Patna,Students,"Atta, Hand bands, Flags, Rice, Eggs",932.39,233.03,9,8
2023-04-07,Eid,Winter,Weekend,Chennai,Low Income,"Bread, Dates, Milk, Eggs",79.71,9.67,8,6
2024-08-22,Holi,Summer,Weekend,Delhi,Students,"Sugar, Bread, Colors, Oil",191.67,46.56,4,3
2024-10-17,Christmas,Monsoon,Salary Day,Jaipur,Low Income,"Sugar, Cake, Eggs, Oil, Chocolates",371.61,91.39,7,9
2023-11-09,Independence Day,Monsoon,Wedding Season,Kolkata,Students,"Fruits, Atta, Hand bands, Flags, Rice",493.41,82.36,8,8
2023-10-04,Navratri,Monsoon,Weekend,Patna,Retail Bulk,"Sugar, Bread, Rice",637.15,39.9,9,7
2023-02-25,Makar Sankranti,Summer,Exam Season,Chennai,Families,"Sugar, Fruits, Oil",469.0,32.7,4,6
2023-11-08,Republic Day,Summer,School Opening,Delhi,Students,"Vegetables, Sugar, Milk",1157.53,267.57,4,9
2024-11-30,None,Monsoon,Exam Season,Kolkata,Upper Middle,"Rice, Milk, Eggs",896.32,196.27,4,7
2024-09-08,Makar Sankranti,Summer,Weekend,Patna,Low Income,"Vegetables, Eggs, Oil",1814.13,234.49,6,6
2024-10-27,Raksha Bandhan,Winter,Exam Season,Delhi,Retail Bulk,"Sweets, Milk, Fruits, Rakhi, Eggs",160.3,22.98,6,2
2023-05-24,Onam,Summer,Wedding Season,Lucknow,Retail Bulk,"Bread, Rice, Atta",241.7,27.31,8,9
2023-06-27,Christmas,Winter,Salary Day,Jaipur,Middle Class,"Sugar, Cake, Milk, Rice, Chocolates",1863.93,234.12,8,2
2023-03-17,None,Winter,Weekend,Patna,Upper Middle,"Vegetables, Sugar, Fruits",114.91,28.2,6,6
2024-06-08,Onam,Monsoon,Weekend,Chennai,Middle Class,"Vegetables, Bread, Rice",1523.88,270.31,6,2
2023-03-15,None,Monsoon,Weekend,Bangalore,Upper Middle,"Fruits, Bread, Eggs",1426.99,280.05,9,7
2023-01-10,Diwali,Summer,Normal Day,Lucknow,Retail Bulk,"Fruits, Bread, Milk",1283.12,77.71,4,9
2024-04-05,Onam,Monsoon,Exam Season,Patna,Upper Middle,"Milk, Bread, Fruits",161.85,35.76,7,7
2023-11-03,Makar Sankranti,Summer,Salary Day,Jaipur,Retail Bulk,"Rice, Milk, Atta",279.47,66.07,9,3
2023-03-12,Onam,Summer,Normal Day,Jaipur,Upper Middle,"Vegetables, Sugar, Fruits",1548.11,95.28,7,4
2023-04-17,Raksha Bandhan,Monsoon,School Opening,Bangalore,Upper Middle,"Sweets, Milk, Oil, Rakhi, Eggs",1136.16,236.31,8,4
2023-05-22,Diwali,Winter,Weekend,Kolkata,Upper Middle,"Rice, Fruits, Atta",545.62,70.77,9,5
2024-12-07,None,Winter,Weekend,Delhi,Low Income,"Bread, Eggs, Atta",469.14,32.49,5,8
2024-09-08,Eid,Winter,Normal Day,Delhi,Retail Bulk,"Sugar, Dates, Fruits, Atta",650.25,139.27,4,9
2024-02-09,Eid,Winter,School Opening,Delhi,Families,"Bread, Rice, Dates, Oil",584.35,95.25,4,7
2023-03-27,Republic Day,Monsoon,School Opening,Kolkata,Students,"Vegetables, Rice, Eggs",1686.98,336.56,4,3
2023-03-26,Independence Day,Summer,School Opening,Chennai,Middle Class,"Fruits, Hand bands, Flags, Rice, Eggs",1243.09,299.84,10,5
2023-07-23,Onam,Summer,School Opening,Delhi,Upper Middle,"Sugar, Bread, Atta",1920.07,406.46,7,4
2024-04-01,Navratri,Monsoon,Exam Season,Kolkata,Upper Middle,"Bread, Eggs, Oil",190.4,13.88,6,4
2024-07-27,Onam,Summer,Salary Day,Delhi,Upper Middle,"Sugar, Rice, Atta",799.94,110.42,7,2
2023-09-18,Independence Day,Summer,School Opening,Lucknow,Low Income,"Milk, Hand bands, Flags, Vegetables, Eggs",310.37,28.03,6,4
2024-05-18,Raksha Bandhan,Summer,Normal Day,Bangalore,Families,"Sweets, Atta, Rakhi, Bread, Eggs",1553.55,192.91,5,3
2024-04-18,None,Monsoon,Wedding Season,Mumbai,Middle Class,"Rice, Eggs, Oil",1536.42,176.35,8,9
2023-12-22,Raksha Bandhan,Monsoon,Exam Season,Chennai,Low Income,"Sweets, Atta, Rakhi, Bread, Rice",943.46,109.89,6,2
2024-08-12,Republic Day,Winter,Normal Day,Bangalore,Middle Class,"Sugar, Bread, Milk",530.41,68.89,4,4
2024-08-08,Raksha Bandhan,Summer,School Opening,Bangalore,Students,"Sweets, Sugar, Atta, Rakhi, Rice",1414.77,193.4,5,6
2023-10-23,Christmas,Winter,School Opening,Patna,Upper Middle,"Cake, Eggs, Bread, Rice, Chocolates",538.66,29.66,7,5
2024-03-25,Makar Sankranti,Summer,Wedding Season,Kolkata,Middle Class,"Vegetables, Bread, Oil",1547.89,368.76,9,6
2023-06-04,Onam,Summer,Salary Day,Kolkata,Middle Class,"Vegetables, Bread, Oil",193.54,22.04,9,9
2024-01-23,Diwali,Summer,Normal Day,Kolkata,Retail Bulk,"Vegetables, Bread, Rice",92.44,7.48,4,4
2023-08-30,Independence Day,Winter,Salary Day,Delhi,Low Income,"Atta, Hand bands, Flags, Rice, Vegetables",1899.94,323.91,10,2
2024-05-30,Makar Sankranti,Winter,Normal Day,Delhi,Low Income,"Vegetables, Bread, Milk",1712.84,130.98,8,5
2023-11-19,Makar Sankranti,Monsoon,Salary Day,Jaipur,Families,"Sugar, Milk, Atta",1545.79,357.36,4,7
2023-04-06,Republic Day,Summer,School Opening,Jaipur,Upper Middle,"Vegetables, Sugar, Fruits",234.36,50.96,8,4
2024-10-28,Makar Sankranti,Winter,School Opening,Jaipur,Upper Middle,"Vegetables, Rice, Oil",397.04,43.49,5,9
2023-04-19,Diwali,Winter,Weekend,Chennai,Upper Middle,"Sugar, Bread, Atta",1956.06,202.3,10,5
2023-06-16,Holi,Summer,Normal Day,Patna,Retail Bulk,"Vegetables, Colors, Rice, Oil",1786.07,180.69,8,6
2023-12-07,None,Winter,Weekend,Patna,Families,"Rice, Milk, Oil",1147.01,236.95,7,3
2024-06-30,Christmas,Monsoon,Normal Day,Mumbai,Middle Class,"Cake, Eggs, Oil, Vegetables, Chocolates",1931.45,333.62,8,6
2024-03-15,Makar Sankranti,Summer,Wedding Season,Mumbai,Upper Middle,"Vegetables, Rice, Atta",166.38,33.93,7,6
2024-01-29,Republic Day,Monsoon,Wedding Season,Kolkata,Upper Middle,"Vegetables, Milk, Fruits",990.6,53.8,5,7
2023-10-24,Christmas,Summer,Exam Season,Mumbai,Retail Bulk,"Cake, Milk, Atta, Oil, Chocolates",1108.5,149.31,9,3
2024-10-29,Makar Sankranti,Winter,Salary Day,Lucknow,Upper Middle,"Bread, Milk, Oil",683.21,158.39,7,2
2024-07-05,None,Winter,Wedding Season,Jaipur,Students,"Sugar, Rice, Eggs",774.75,57.27,6,5
2024-11-21,Eid,Summer,Wedding Season,Patna,Upper Middle,"Bread, Dates, Fruits, Atta",1404.55,170.65,6,3
2024-02-17,Eid,Monsoon,Wedding Season,Mumbai,Retail Bulk,"Vegetables, Sugar, Dates, Oil",1005.94,79.31,10,5
2023-04-10,Independence Day,Summer,School Opening,Chennai,Upper Middle,"Sugar, Hand bands, Flags, Rice, Eggs",799.33,105.96,10,7
2023-10-13,Raksha Bandhan,Summer,School Opening,Delhi,Retail Bulk,"Sweets, Fruits, Rakhi, Bread, Eggs",443.2,49.51,10,6
2023-03-04,Holi,Winter,Wedding Season,Delhi,Upper Middle,"Colors, Rice, Eggs, Oil",1291.51,223.98,5,4
2023-08-13,Makar Sankranti,Winter,Weekend,Mumbai,Upper Middle,"Sugar, Milk, Oil",382.85,77.79,9,8
2024-08-02,Holi,Monsoon,Wedding Season,Chennai,Students,"Vegetables, Colors, Rice, Atta",1154.66,215.88,5,2
2024-08-26,Independence Day,Monsoon,Salary Day,Jaipur,Students,"Sugar, Atta, Bread, Hand bands, Flags",757.91,45.09,5,2
2023-07-10,Eid,Winter,Wedding Season,Bangalore,Retail Bulk,"Sugar, Dates, Eggs, Atta",1472.78,236.95,4,2
2024-01-12,Holi,Monsoon,Normal Day,Kolkata,Retail Bulk,"Sugar, Colors, Milk, Oil",257.18,15.62,9,9
2024-08-26,Holi,Summer,Normal Day,Patna,Low Income,"Vegetables, Colors, Rice, Oil",1975.77,441.83,7,8
2024-09-18,Independence Day,Monsoon,Exam Season,Chennai,Families,"Milk, Atta, Hand bands, Flags, Eggs",1838.68,447.21,8,5
2023-08-02,Navratri,Monsoon,Normal Day,Bangalore,Students,"Vegetables, Sugar, Oil",112.86,21.81,10,8
2023-01-04,Onam,Winter,Exam Season,Patna,Retail Bulk,"Rice, Milk, Atta",597.88,117.03,7,7
2024-08-25,Christmas,Winter,Normal Day,Patna,Middle Class,"Cake, Milk, Fruits, Vegetables, Chocolates",896.5,159.36,4,9
2023-07-13,Republic Day,Monsoon,Wedding Season,Chennai,Students,"Sugar, Eggs, Atta",1293.59,73.76,5,8
2023-08-23,Navratri,Winter,Exam Season,Delhi,Families,"Fruits, Rice, Milk",207.99,17.0,5,4
2023-04-09,Independence Day,Monsoon,Exam Season,Mumbai,Students,"Milk, Fruits, Atta, Hand bands, Flags",1036.61,177.49,4,8
2023-01-10,Onam,Winter,Weekend,Patna,Middle Class,"Vegetables, Sugar, Oil",1475.64,215.18,9,3
2023-07-26,Makar Sankranti,Summer,Salary Day,Chennai,Upper Middle,"Vegetables, Milk, Fruits",818.66,149.47,6,5
2024-01-13,Onam,Summer,Exam Season,Bangalore,Families,"Vegetables, Sugar, Bread",861.84,76.71,8,2
2023-04-22,Diwali,Monsoon,Salary Day,Delhi,Students,"Sugar, Bread, Atta",401.83,54.43,6,9
2024-02-20,Christmas,Winter,Normal Day,Chennai,Middle Class,"Sugar, Cake, Atta, Rice, Chocolates",350.59,30.31,8,4
2023-04-19,Eid,Summer,Normal Day,Kolkata,Families,"Vegetables, Bread, Dates, Atta",1358.08,165.5,7,2
2024-10-19,Independence Day,Summer,Normal Day,Chennai,Upper Middle,"Atta, Oil, Hand bands, Flags, Rice",107.42,7.55,9,5
2024-10-17,Raksha Bandhan,Winter,Salary Day,Bangalore,Retail Bulk,"Sweets, Milk, Atta, Rakhi, Rice",1519.57,375.59,6,5
2024-02-29,Holi,Winter,Weekend,Jaipur,Retail Bulk,"Vegetables, Bread, Rice, Colors",1839.85,384.28,9,8
2024-11-20,Independence Day,Winter,Normal Day,Chennai,Low Income,"Atta, Oil, Hand bands, Flags, Eggs",1013.5,51.49,4,2
2023-06-20,Holi,Winter,Normal Day,Lucknow,Upper Middle,"Colors, Rice, Milk, Atta",951.16,108.41,10,9
2024-04-04,Makar Sankranti,Summer,Wedding Season,Kolkata,Upper Middle,"Bread, Milk, Eggs",1889.36,401.19,6,6
2024-07-06,Makar Sankranti,Monsoon,Weekend,Chennai,Students,"Sugar, Bread, Atta",476.46,59.25,7,5
2024-03-27,Republic Day,Monsoon,Exam Season,Patna,Families,"Sugar, Rice, Eggs",228.99,42.24,9,3
2023-02-07,Republic Day,Winter,Normal Day,Lucknow,Families,"Bread, Rice, Eggs",693.34,143.66,4,9
2024-06-01,Republic Day,Monsoon,Salary Day,Kolkata,Middle Class,"Vegetables, Bread, Atta",1801.18,394.75,4,8
2023-10-29,Makar Sankranti,Winter,School Opening,Delhi,Upper Middle,"Sugar, Fruits, Milk",1739.67,172.43,4,8
2023-12-12,Makar Sankranti,Summer,Wedding Season,Delhi,Middle Class,"Vegetables, Eggs, Oil",1844.23,107.07,4,9
2024-06-03,Onam,Monsoon,Wedding Season,Lucknow,Students,"Bread, Fruits, Oil",590.22,125.37,10,7
2024-04-26,Republic Day,Monsoon,School Opening,Jaipur,Retail Bulk,"Vegetables, Bread, Eggs",1745.6,212.78,6,9
2023-10-11,Onam,Summer,Salary Day,Patna,Retail Bulk,"Vegetables, Sugar, Oil",1241.82,71.92,5,6
2024-11-21,Christmas,Summer,Salary Day,Chennai,Retail Bulk,"Cake, Fruits, Bread, Rice, Chocolates",1184.19,213.48,10,9
2024-03-16,Onam,Summer,Weekend,Chennai,Middle Class,"Milk, Rice, Eggs",368.11,60.07,10,4
2023-12-24,Christmas,Monsoon,Salary Day,Mumbai,Students,"Cake, Milk, Fruits, Vegetables, Chocolates",749.49,98.96,7,6
2024-12-11,Onam,Summer,Salary Day,Jaipur,Students,"Sugar, Eggs, Atta",287.73,38.38,6,9
2024-11-01,Holi,Summer,Wedding Season,Patna,Families,"Sugar, Colors, Eggs, Atta",1760.3,146.52,10,8
2024-04-20,Raksha Bandhan,Winter,Weekend,Bangalore,Middle Class,"Sweets, Fruits, Rakhi, Vegetables, Eggs",878.26,150.16,4,6
2024-11-15,None,Monsoon,Wedding Season,Jaipur,Retail Bulk,"Vegetables, Fruits, Oil",1153.27,196.36,8,9
2024-06-04,Diwali,Winter,Weekend,Kolkata,Upper Middle,"Vegetables, Sugar, Bread",1693.68,361.82,7,7
2024-12-24,Onam,Summer,Exam Season,Delhi,Retail Bulk,"Vegetables, Sugar, Bread",1241.06,107.3,5,9
2023-10-22,None,Monsoon,Normal Day,Bangalore,Low Income,"Rice, Milk, Oil",1724.11,325.04,10,4
2024-10-24,Onam,Summer,Normal Day,Jaipur,Upper Middle,"Sugar, Bread, Eggs",1621.55,164.12,6,7
2023-03-22,Independence Day,Summer,Normal Day,Kolkata,Middle Class,"Atta, Oil, Hand bands, Flags, Eggs",465.38,44.72,10,7
2024-11-16,Eid,Monsoon,Salary Day,Bangalore,Low Income,"Vegetables, Bread, Dates, Oil",478.21,83.64,6,5
2024-02-10,Holi,Monsoon,Normal Day,Patna,Retail Bulk,"Vegetables, Rice, Fruits, Colors",1732.9,328.27,8,8
2024-11-06,Makar Sankranti,Monsoon,Normal Day,Kolkata,Low Income,"Fruits, Rice, Eggs",665.7,33.95,10,8
2023-07-21,Independence Day,Summer,Weekend,Mumbai,Students,"Sugar, Fruits, Hand bands, Flags, Rice",353.42,54.38,4,5
2024-09-17,Eid,Summer,Salary Day,Kolkata,Low Income,"Sugar, Bread, Fruits, Dates",1989.26,441.98,7,7
2023-07-17,Makar Sankranti,Monsoon,Salary Day,Delhi,Middle Class,"Sugar, Bread, Eggs",255.43,39.12,9,8
2024-08-08,None,Winter,Weekend,Patna,Middle Class,"Eggs, Milk, Oil",108.33,13.99,10,8
2024-08-16,None,Monsoon,Weekend,Lucknow,Middle Class,"Sugar, Bread, Fruits",1585.93,200.23,10,4
2023-10-18,Onam,Monsoon,Weekend,Delhi,Families,"Vegetables, Sugar, Oil",612.44,134.23,8,2
2024-03-21,Eid,Summer,School Opening,Patna,Upper Middle,"Milk, Dates, Fruits, Eggs",1509.28,156.92,4,7
2023-01-12,Makar Sankranti,Winter,Weekend,Mumbai,Families,"Milk, Fruits, Atta",1011.25,51.58,10,3
2023-05-22,Navratri,Winter,School Opening,Patna,Retail Bulk,"Rice, Eggs, Atta",1398.63,69.98,9,5
2024-09-20,Holi,Summer,Salary Day,Mumbai,Families,"Fruits, Rice, Eggs, Colors",422.67,52.16,9,6
2024-01-10,Holi,Summer,Wedding Season,Jaipur,Retail Bulk,"Colors, Rice, Milk, Atta",1392.23,167.51,4,9
2023-12-11,Republic Day,Monsoon,Weekend,Lucknow,Upper Middle,"Vegetables, Bread, Milk",1953.2,201.32,8,2
2024-01-26,Onam,Summer,Salary Day,Mumbai,Students,"Sugar, Fruits, Eggs",1838.27,393.12,9,6
2023-08-05,Makar Sankranti,Summer,Salary Day,Bangalore,Middle Class,"Bread, Eggs, Atta",1576.44,161.76,9,5
2024-11-29,Navratri,Summer,Weekend,Patna,Students,"Sugar, Fruits, Oil",1004.47,206.12,7,7
2023-11-24,Onam,Summer,Salary Day,Jaipur,Families,"Sugar, Milk, Atta",1122.75,117.97,6,7
2023-04-27,Makar Sankranti,Monsoon,Exam Season,Delhi,Students,"Vegetables, Fruits, Oil",651.73,122.08,7,3
2024-08-23,Republic Day,Monsoon,School Opening,Chennai,Retail Bulk,"Sugar, Fruits, Atta",256.02,17.93,8,7
2023-10-02,Makar Sankranti,Winter,Exam Season,Bangalore,Low Income,"Milk, Sugar, Fruits",1956.35,277.81,4,7
2023-12-13,Makar Sankranti,Summer,Normal Day,Kolkata,Families,"Vegetables, Rice, Oil",1690.58,164.42,7,9
2024-10-05,Independence Day,Summer,Salary Day,Bangalore,Low Income,"Milk, Fruits, Bread, Hand bands, Flags",774.12,71.45,5,6
2024-03-27,Republic Day,Summer,School Opening,Bangalore,Middle Class,"Vegetables, Fruits, Oil",585.6,50.53,7,2
2023-07-11,Raksha Bandhan,Winter,School Opening,Kolkata,Families,"Sweets, Fruits, Rakhi, Rice, Eggs",1944.69,295.92,5,3
2023-07-31,None,Winter,Exam Season,Delhi,Students,"Milk, Sugar, Fruits",124.25,30.62,5,3
2024-11-21,None,Winter,Exam Season,Mumbai,Families,"Sugar, Rice, Atta",582.8,96.41,4,9
2023-09-29,Raksha Bandhan,Winter,Weekend,Kolkata,Low Income,"Sweets, Sugar, Fruits, Oil, Rakhi",331.2,43.46,4,2
2023-01-19,Republic Day,Winter,Normal Day,Mumbai,Low Income,"Sugar, Atta, Oil",1710.44,285.5,7,5
2023-02-10,Raksha Bandhan,Winter,Salary Day,Delhi,Families,"Sweets, Sugar, Fruits, Rakhi, Bread",1512.89,233.37,6,7
2023-01-27,Independence Day,Winter,Exam Season,Kolkata,Students,"Bread, Hand bands, Rice, Flags, Vegetables",461.12,114.96,10,2
2023-01-28,None,Monsoon,Salary Day,Bangalore,Students,"Vegetables, Fruits, Eggs",895.75,119.16,6,2
2024-04-28,Independence Day,Summer,Normal Day,Bangalore,Low Income,"Fruits, Milk, Oil, Hand bands, Flags",978.21,104.31,5,3
2024-10-25,Makar Sankranti,Winter,School Opening,Patna,Students,"Bread, Fruits, Eggs",67.23,11.66,10,6
2023-09-10,Raksha Bandhan,Monsoon,Salary Day,Mumbai,Students,"Sweets, Sugar, Fruits, Atta, Rakhi",260.96,38.7,6,9
2024-09-21,Republic Day,Summer,Weekend,Mumbai,Families,"Sugar, Rice, Oil",1914.6,114.89,4,7
2023-09-25,Republic Day,Winter,Normal Day,Mumbai,Families,"Vegetables, Fruits, Atta",1568.86,93.37,6,8
2023-03-09,None,Winter,Weekend,Kolkata,Families,"Sugar, Bread, Atta",1832.9,306.66,8,7
2024-09-14,Eid,Monsoon,School Opening,Bangalore,Upper Middle,"Vegetables, Dates, Milk, Atta",871.36,158.71,10,5
2023-06-08,Onam,Winter,Normal Day,Chennai,Retail Bulk,"Rice, Fruits, Atta",258.66,34.55,9,3
2024-08-10,Republic Day,Monsoon,Exam Season,Delhi,Middle Class,"Vegetables, Fruits, Eggs",741.73,55.53,6,3
2023-11-17,Eid,Monsoon,School Opening,Bangalore,Retail Bulk,"Sugar, Dates, Eggs, Oil",596.89,135.5,10,4
2024-08-04,None,Monsoon,Wedding Season,Patna,Upper Middle,"Vegetables, Eggs, Atta",1884.14,301.26,6,8
